0,2.5e-05,1,1,50722,11778
0,2.5e-05,1,1,57776,4724
0,2.5e-05,1,1,59713,2787
0,2.5e-05,1,1,59303,3197
0,2.5e-05,1,1,57894,4606
0,2.5e-05,1,0,62470,30
0,2.5e-05,1,1,62380,120
0,2.5e-05,1,1,58364,4136
0,2.5e-05,1,1,49753,12747
0,2.5e-05,1,1,55322,7178
0,2.5e-05,1,1,56732,5768
0,2.5e-05,1,1,59226,3274
0,2.5e-05,1,1,58675,3825
0,2.5e-05,1,1,58693,3807
0,2.5e-05,1,1,60908,1592
0,2.5e-05,1,1,58929,3571
0,2.5e-05,1,1,58442,4058
0,2.5e-05,1,1,60118,2382
0,2.5e-05,1,1,59531,2969
0,2.5e-05,1,1,49954,12546
0,2.5e-05,1,1,55757,6743
0,2.5e-05,1,1,54978,7522
0,2.5e-05,1,1,53832,8668
0,2.5e-05,1,1,58958,3542
0,2.5e-05,1,1,54808,7692
0,2.5e-05,1,1,53885,8615
0,2.5e-05,1,1,56496,6004
0,2.5e-05,1,1,58882,3618
0,2.5e-05,1,1,50470,12030
0,2.5e-05,1,1,54140,8360
0,2.5e-05,1,1,51386,11114
0,2.5e-05,1,1,51240,11260
0,2.5e-05,1,1,54109,8391
0,2.5e-05,1,1,56522,5978
0,2.5e-05,1,1,50886,11614
0,2.5e-05,1,1,55807,6693
0,2.5e-05,0,0,62500,0
1,2.5e-05,0,0,62500,0
2,2.5e-05,0,0,62500,0
3,2.5e-05,0,0,62500,0
4,2.5e-05,0,0,62500,0
5,2.5e-05,0,0,62500,0
6,2.5e-05,0,1,62255,245
7,2.5e-05,0,0,62500,0
8,2.5e-05,0,1,60277,2223
9,2.5e-05,0,0,62500,0
10,2.5e-05,0,0,62500,0
11,2.5e-05,0,0,62500,0
12,2.5e-05,0,0,62464,36
13,2.5e-05,0,0,62500,0
14,2.5e-05,0,0,62467,33
15,2.5e-05,0,0,62500,0
16,2.5e-05,0,0,62500,0
17,2.5e-05,0,0,62500,0
18,2.5e-05,0,0,62500,0
19,2.5e-05,0,0,62414,86
20,2.5e-05,0,1,62147,353
21,2.5e-05,0,0,62500,0
22,2.5e-05,0,0,62500,0
23,2.5e-05,0,0,62500,0
24,2.5e-05,0,0,62500,0
25,2.5e-05,0,0,62500,0
26,2.5e-05,0,0,62500,0
27,2.5e-05,0,0,62500,0
28,2.5e-05,1,1,57104,5396
28,2.5e-05,1,0,62500,0
28,2.5e-05,1,1,56224,6276
28,2.5e-05,1,1,54273,8227
28,2.5e-05,1,1,52418,10082
28,2.5e-05,1,1,58477,4023
28,2.5e-05,1,1,53765,8735
28,2.5e-05,1,1,53503,8997
28,2.5e-05,1,1,52709,9791
28,2.5e-05,1,1,52533,9967
28,2.5e-05,1,1,55468,7032
28,2.5e-05,1,1,56611,5889
28,2.5e-05,1,1,59655,2845
28,2.5e-05,1,1,56779,5721
28,2.5e-05,1,1,54447,8053
28,2.5e-05,1,1,56552,5948
28,2.5e-05,1,1,56940,5560
28,2.5e-05,1,0,62500,0
28,2.5e-05,1,0,62500,0
28,2.5e-05,1,1,59444,3056
28,2.5e-05,1,1,58584,3916
28,2.5e-05,1,1,56844,5656
28,2.5e-05,1,1,53455,9045
28,2.5e-05,1,1,54171,8329
28,2.5e-05,1,1,51463,11037
28,2.5e-05,1,1,56020,6480
28,2.5e-05,1,1,57667,4833
28,2.5e-05,1,1,55703,6797
28,2.5e-05,1,1,57242,5258
28,2.5e-05,1,1,56355,6145
28,2.5e-05,1,1,57720,4780
28,2.5e-05,1,1,60369,2131
28,2.5e-05,1,1,57003,5497
28,2.5e-05,1,1,61062,1438
28,2.5e-05,1,1,55545,6955
28,2.5e-05,1,1,59009,3491
28,2.5e-05,1,1,58409,4091
28,2.5e-05,1,1,58267,4233
28,2.5e-05,1,1,49466,13034
28,2.5e-05,1,1,39833,22667
28,2.5e-05,1,1,41636,20864
28,2.5e-05,1,1,52057,10443
28,2.5e-05,1,1,49039,13461
28,2.5e-05,1,0,62485,15
28,2.5e-05,1,1,49207,13293
28,2.5e-05,1,1,59094,3406
28,2.5e-05,1,1,54665,7835
28,2.5e-05,1,1,38149,24351
28,2.5e-05,1,1,61915,585
28,2.5e-05,1,0,62484,16
28,2.5e-05,1,1,56239,6261
28,2.5e-05,1,1,50408,12092
28,2.5e-05,1,1,61852,648
